Date,a1,sigma1,a2,sigma2,p12,p21,p1_final,p2_final
2010-12-31 00:00:00-05:00,0.002407096343512784,0.013041476580429584,-0.00021382069441167758,0.02412785411553055,0.016072484875863775,0.021760134105104998,0.9771158726418244,0.022884127358175556
2011-01-03 00:00:00-05:00,0.002332630635044332,0.012922180381889478,-0.000260150577416482,0.024078874918944084,0.01622691028511224,0.020604684195562804,0.9766184144046969,0.02338158559530316
2011-01-04 00:00:00-05:00,0.0023929089403467423,0.012974914489407654,-0.0004485911193902175,0.024148983477007918,0.01585415698472523,0.021484510114075605,0.9686134447757682,0.03138655522423191
2011-01-05 00:00:00-05:00,0.0020228727279604326,0.012924894906576792,-0.0005018584895963013,0.024574127944847497,0.016777316039751782,0.02853874721474543,0.9718340458558116,0.028165954144188363
2011-01-06 00:00:00-05:00,0.0019523970317973046,0.01289844652460001,-0.0005636984328164999,0.02447858562803778,0.016597016212340002,0.026951896376078175,0.9699550561901068,0.03004494380989316
2011-01-07 00:00:00-05:00,0.0019802598786464627,0.012886076166767341,-0.0006103760193553802,0.024372110835193982,0.016172660072794866,0.02468463002998855,0.9641848609396638,0.03581513906033614
2011-01-10 00:00:00-05:00,0.0019086880448538335,0.012923728389332036,-0.0005364203199027827,0.02444814934179907,0.016142417494935904,0.025339617149086578,0.9461155731202077,0.0538844268797924
2011-01-11 00:00:00-05:00,0.0019774704216392767,0.012835721734826262,-0.0006412901878016341,0.024336093455681076,0.01568909268054249,0.022691641256742952,0.9633268900081088,0.03667310999189126
2011-01-12 00:00:00-05:00,0.0022574685922222395,0.01299662130616246,-0.0006901499365428179,0.024331975343696872,0.015742951249812155,0.020802417842527114,0.8748384357555299,0.12516156424447014
2011-01-13 00:00:00-05:00,0.002304475435146163,0.012952487130292142,-0.0006057391483702731,0.024390571831032378,0.015178509595352978,0.020583574282098793,0.9254929158211717,0.07450708417882833
2011-01-14 00:00:00-05:00,0.0023129548604227373,0.012877576291869326,-0.0007283878122952856,0.02442502335870781,0.014887981535466398,0.019523559865052862,0.9508196960332738,0.049180303966726256
2011-01-18 00:00:00-05:00,0.0023376848427253158,0.0128253863638789,-0.0006277818048449432,0.02450084041824628,0.014629581915614219,0.01941202392568281,0.9673208727627944,0.0326791272372055
2011-01-19 00:00:00-05:00,0.002293743588167682,0.012816167080958205,-0.00039623179545600384,0.024581177223793736,0.01451432465795541,0.021055525312300656,0.9750607821967626,0.02493921780323738
2011-01-20 00:00:00-05:00,0.0021230443668415005,0.013058700122013432,-0.0003380248725736658,0.02468244765012386,0.016173061567000924,0.022642572938718474,0.7735915861061453,0.22640841389385472
2011-01-21 00:00:00-05:00,0.0020945784221875125,0.013013802703448412,-0.00039666721773894657,0.024712062690632943,0.015291169654421143,0.021105922944866424,0.8637467491844256,0.13625325081557432
2011-01-24 00:00:00-05:00,0.0021413512405146226,0.012973080393333976,-0.00030923897242181206,0.024803777673687525,0.014838308599739483,0.020571770983624345,0.915124104210739,0.08487589578926102
2011-01-25 00:00:00-05:00,0.00209695814211948,0.0129505118864116,-0.00016943458571892187,0.02487996488793764,0.014528876338953972,0.020601919963006282,0.9404075890626428,0.05959241093735722
2011-01-26 00:00:00-05:00,0.0021359024612483627,0.012926994710417791,-3.0107621538229233e-06,0.024931071759756184,0.01406755041725224,0.020866634702481904,0.9626128181396769,0.03738718186032308
2011-01-27 00:00:00-05:00,0.002166034154997305,0.012862517662321353,4.955849700275772e-05,0.025059024294169476,0.014232971435618098,0.020680253829708006,0.9717776711065867,0.02822232889341323
2011-01-28 00:00:00-05:00,0.0020673535620772993,0.012833131341621682,0.0008310279339268896,0.02675691065344211,0.027756927241463655,0.034634530928018124,3.868966869717345e-06,0.9999961310331302
2011-01-31 00:00:00-05:00,0.002099224323730974,0.012925063414857399,0.00040266787110454613,0.026328564380529808,0.024828097268712324,0.031634532694355406,0.062354221673694456,0.9376457783263056
2011-02-01 00:00:00-05:00,0.0019357253076950037,0.01299827929413997,0.0002514001581775559,0.026014026124969246,0.01821891950614823,0.02673715118825092,0.14010211850542473,0.8598978814945752
2011-02-02 00:00:00-05:00,0.002098037188261573,0.012781053478251682,0.000345255775930168,0.025920421764449364,0.016892024764013466,0.027385113288959918,0.2889033114249671,0.7110966885750328
2011-02-03 00:00:00-05:00,0.0021053730168452333,0.012761197686197144,0.000352850673583205,0.026048201581119354,0.01906675417225298,0.03316206253762201,0.519479485970622,0.480520514029378
2011-02-04 00:00:00-05:00,0.0021638306924806677,0.012709668492676655,0.0002987524500023827,0.02603711112447283,0.01915501283898935,0.03409746112180791,0.5780249846487971,0.42197501535120285
2011-02-07 00:00:00-05:00,0.002047273209845968,0.012655783563563758,0.0003898056308685905,0.0263542374980974,0.022274593279511708,0.04249104659202634,0.7819545285222558,0.21804547147774414
2011-02-08 00:00:00-05:00,0.002103501001644219,0.01260639434198788,0.00042140598195753603,0.026526238579258173,0.02404319395212367,0.047437930007229026,0.889596764833198,0.11040323516680195
2011-02-09 00:00:00-05:00,0.0020795338105263654,0.012594743914982078,0.0004495843034912697,0.026644064226098545,0.025190945872275952,0.050553887210042725,0.9368939983464346,0.06310600165356531
2011-02-10 00:00:00-05:00,0.001996979808167617,0.012614967874322652,0.0004726239785348852,0.026675123318068112,0.025786294436423104,0.05195924478867096,0.9479313061035884,0.0520686938964116
2011-02-11 00:00:00-05:00,0.0019518677091731383,0.01258383108210967,0.0005051776314392422,0.02670962450696948,0.026629125557230744,0.053558061057157894,0.9622679173328904,0.03773208266710956
2011-02-14 00:00:00-05:00,0.0018950479651317195,0.012517387996039062,0.0005261883227857465,0.026732899878131402,0.0273945051467159,0.0549925027006808,0.9648370325163613,0.03516296748363864
2011-02-15 00:00:00-05:00,0.0017442607190706048,0.012506404626215346,0.0005792744072743711,0.026768845881428326,0.028836974136630503,0.05652355778029208,0.9610896165554699,0.03891038344453014
2011-02-16 00:00:00-05:00,0.0017372014965004354,0.01243493142880369,0.0006634294800398274,0.026800901030456566,0.03095621796294391,0.06012894217610598,0.9650660656984898,0.03493393430151016
2011-02-17 00:00:00-05:00,0.0017180906872300717,0.01235088736850935,0.0007603153066297884,0.026762689796372252,0.0335502757930462,0.06233119908991047,0.9632007995644049,0.03679920043559518
2011-02-18 00:00:00-05:00,0.001942329992010888,0.012352387382657334,0.0006987503064060992,0.02673878550984246,0.03089734154071714,0.05844270281866324,0.9589645839385214,0.041035416061478716
2011-02-22 00:00:00-05:00,0.0019352633279660304,0.012312399656497816,0.0007035448561072092,0.026751393481992007,0.03177292533642273,0.05915462656046829,0.9492338521544752,0.05076614784552474
2011-02-23 00:00:00-05:00,0.0015808569335184575,0.012281798466443679,0.0010661613885847349,0.02706325820121944,0.043681717388608335,0.07674938641793068,0.7255431942965286,0.2744568057034714
2011-02-24 00:00:00-05:00,0.001458941657519118,0.012322296460761531,0.000791903129861552,0.02709031030040265,0.04458650530237711,0.07827974085963593,0.5742672518589181,0.42573274814108186
2011-02-25 00:00:00-05:00,0.0014837487113678388,0.012175469447226726,0.0006046669448811734,0.026792435771773353,0.037633987520854915,0.06720657474185734,0.4844843852171026,0.5155156147828974
2011-02-28 00:00:00-05:00,0.0016045062604054475,0.012335071141480164,0.0005668970435406936,0.02676144922227344,0.03307514061452431,0.06155813623678994,0.6684566898931068,0.3315433101068932
2011-03-01 00:00:00-05:00,0.0017077803171307363,0.012448976372752241,0.0005468507537744908,0.026737263042672918,0.030640449233881643,0.05840201961789577,0.7568966204675832,0.2431033795324167
2011-03-02 00:00:00-05:00,0.0016491066733023193,0.012521299093583165,0.0005076679178095058,0.02670919169204685,0.031617510970701326,0.05910470446758967,0.6695223673060827,0.3304776326939172
