Date,a1,sigma1,a2,sigma2,p12,p21,p1_final,p2_final
2010-12-31 00:00:00-05:00,0.0017291754528469018,0.009616159579016709,0.00012382420220346458,0.021782858498197052,0.02454661964950016,0.08658449334340342,0.9733439412794368,0.02665605872056323
2011-01-03 00:00:00-05:00,0.0017986672266828492,0.00949887292012631,0.00028435690010079694,0.021749380223019393,0.022749499100168144,0.08381323485368279,0.9799666418466582,0.02003335815334185
2011-01-04 00:00:00-05:00,0.001957826357051271,0.009494153522797148,0.000264537157233691,0.02174228031280362,0.022558660454674306,0.08339259183208071,0.9571839968664415,0.04281600313355843
2011-01-05 00:00:00-05:00,0.0019393945443975612,0.009523896372468468,0.00026141801338646156,0.021768778424517236,0.02265343490548284,0.08372487486732927,0.92518270216581,0.07481729783418997
2011-01-06 00:00:00-05:00,0.001827841559530314,0.009511043046270788,0.0002822771013000334,0.021765863706146936,0.022558586218304758,0.0837131836270516,0.9412459430952194,0.0587540569047806
2011-01-07 00:00:00-05:00,0.001794268546418663,0.009521102675681528,0.0002882739442645131,0.02178521136439009,0.02251121192332392,0.08391120965255262,0.9620205744064328,0.0379794255935671
2011-01-10 00:00:00-05:00,0.0018586280300632858,0.00944937402532901,0.00028903099905382243,0.02171142700901059,0.02243915449598589,0.08301901554998273,0.9732266080354608,0.026773391964539255
2011-01-11 00:00:00-05:00,0.0018268089508797452,0.009445397822196893,0.00030175969874109436,0.021710541840115876,0.02238524515681135,0.08295984340542771,0.9790904515131047,0.020909548486895437
2011-01-12 00:00:00-05:00,0.0017922253422229543,0.009444651703143132,0.0003124087360354581,0.021709785771954385,0.02238033803645314,0.08293708846150796,0.9810242495524746,0.01897575044752543
2011-01-13 00:00:00-05:00,0.0017995341043229246,0.009445143729587964,0.0003105410625216504,0.021703153584007352,0.02239689048814354,0.08275075947184925,0.9824468638508549,0.01755313614914504
2011-01-14 00:00:00-05:00,0.0017357132683642233,0.009449410478640724,0.00032376731647576246,0.02168968493893897,0.02238707398097827,0.08243902843104389,0.9793227051122526,0.020677294887747378
2011-01-18 00:00:00-05:00,0.0017348725346162908,0.009451207867648031,0.0003233418486279353,0.021676612273489302,0.022390544578136894,0.08195263239447337,0.9751385841225476,0.024861415877452463
2011-01-19 00:00:00-05:00,0.0017843935693012789,0.009445060106251924,0.0003135452192578337,0.021599720921085676,0.022203868326679286,0.07998850081656612,0.9788695711421033,0.021130428857896726
2011-01-20 00:00:00-05:00,0.0017124933970326442,0.00958079716581636,0.0002735602197775383,0.021657882665742506,0.0226435436903945,0.07992735207293919,0.8519817040583886,0.1480182959416115
2011-01-21 00:00:00-05:00,0.0017102186599330979,0.0095763361682571,0.0002999957725400537,0.021463493048164188,0.02151834587146694,0.07283925778503399,0.9261197983334788,0.07388020166652115
2011-01-24 00:00:00-05:00,0.0017208830271692145,0.00955098516336604,0.00035716882354671974,0.0213387048816645,0.020777461681004136,0.0670856097586901,0.9554199548791937,0.04458004512080625
2011-01-25 00:00:00-05:00,0.0017163323109474684,0.009517868196487696,0.00031739034422796164,0.021218951587485733,0.019942804983579733,0.05960397863847959,0.9718828076223204,0.028117192377679553
2011-01-26 00:00:00-05:00,0.0017474309214744433,0.009469931347525995,0.0004685472046731493,0.021414260705283485,0.020350625243637795,0.06554614667381105,0.9792529092598449,0.020747090740155134
2011-01-27 00:00:00-05:00,0.0017483702075273468,0.00945235028672506,0.0005071077267343547,0.021402871480007035,0.019587124472458722,0.05895388388137785,0.9825855844479702,0.017414415552029786
2011-01-28 00:00:00-05:00,0.0017010620653640446,0.00944097320609568,0.00032237908259108845,0.0215239508890054,0.019344237428314776,0.05823863510764929,0.9807126935951737,0.019287306404826364
2011-01-31 00:00:00-05:00,0.0015945493903302748,0.009596521897384734,0.00022894685445695018,0.021920405958151205,0.0198155447936894,0.05911665997865966,0.8264929967552984,0.17350700324470172
2011-02-01 00:00:00-05:00,0.0015008135317431772,0.009719494728898562,0.0020523300878821553,0.019855300377981677,0.014645380472762863,0.054935999347851094,0.8809740523082056,0.11902594769179442
2011-02-02 00:00:00-05:00,0.001605566688953532,0.009719076465743503,0.0020328516907826217,0.019788954931032814,0.015364555353997503,0.05438228833886164,0.8715012856161136,0.12849871438388627
2011-02-03 00:00:00-05:00,0.001681601059802241,0.009634325965034263,0.000984515826811155,0.021539121445601883,0.02139824475737474,0.06548208542876159,3.794346550839218e-06,0.9999962056534492
2011-02-04 00:00:00-05:00,0.0017152361513780153,0.00958615737682957,0.0011907707425731903,0.021228017192187417,0.022625037641875016,0.06566139328052155,0.10784645852867275,0.8921535414713272
2011-02-07 00:00:00-05:00,0.0016812402688264137,0.009537596482318991,0.0010315420676695907,0.02106981160552588,0.024087330274179055,0.0687142989598926,0.2688743218485207,0.7311256781514792
2011-02-08 00:00:00-05:00,0.0017277059801082426,0.009526582660318082,0.0011451714480123789,0.02121568062021973,0.023928281190123704,0.07698142105755876,0.5371233508345998,0.4628766491654001
2011-02-09 00:00:00-05:00,0.0016027254334315304,0.009474010962033642,0.000999116823890925,0.02130866865629054,0.022334905985669066,0.07982515828139998,0.6807059261152455,0.31929407388475456
2011-02-10 00:00:00-05:00,0.001710284902802371,0.009355843315809374,0.0010371363940202265,0.021366647440373067,0.022585174873784895,0.08539939621573192,0.8439574303504921,0.15604256964950802
2011-02-11 00:00:00-05:00,0.0016881889969907996,0.009337495160610507,0.0010602908766128658,0.021428839622651765,0.022923950628093572,0.08851894523810096,0.9069593686766292,0.0930406313233708
